,region_code_Downtown,region_code_East,region_code_Industrial,region_code_North,region_code_South,region_code_Suburban,region_code_West,link_type_Access,link_type_Aggregation,link_type_Backbone,vendor_VendorA,vendor_VendorB,vendor_VendorC,traffic_period_afternoon,traffic_period_evening,traffic_period_morning,traffic_period_overnight,latency_ms,latency_jitter_ms,packet_loss_pct,error_rate,reset_count,throughput_util_pct,maintenance_flag
10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3803294557043,0.471686949640258,0.143467750644757,9.31471258748204e-05,0,62.5140093187451,1
11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4938810608141,2.71463475163318,0.0520549643115429,0.0003111175724407,0,50.0754002957644,0
12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,14.1236051579425,3.22455783328523,0.123384865481445,0.0007966685265119,0,66.6755624050695,0
13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.09328406668368,0.951764759325305,0.0383574993630002,0.0,0,43.9553103391915,0
14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19.3370318154058,7.8711500313566,2.8691674186321,0.0091265109154428,0,48.00758423800551,0
15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0678761591233,1.72053389918016,0.0265857810245784,0.000207438927207,0,49.877574471523296,0
16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0762503533951,2.15903093326474,0.15236137381302,7.91462382240932e-05,0,71.4623456025973,0
17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0018671600792,1.78199873350545,0.0555779442303545,6.64212799402557e-05,0,50.58609131040689,0
18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.2164864174952,1.95959644423141,0.046377555214019,0.0001513357259574,0,50.2538025810365,0
19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,27.5153011569344,9.77132767650977,2.54523794771265,0.013038579811875,10,30.0579418792898,0
20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.1388528592736,10.870226493564,1.62172224555092,0.0050864857187106,4,32.8267177226249,0
21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.431259942137,0.866267044276485,0.144548643603704,0.000279296335258,0,61.8916562631333,0
22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5053353326701,3.02169481402198,0.14179387494205,0.0,0,55.3780658798037,0
23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.7920412555969,1.12162046390448,0.0749940273312356,1.28037940963826e-05,0,55.9227393830149,0
24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.08878588102136,1.45047235257026,0.0,0.0002072672064764,0,40.1097321488817,0
25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.31602325541268,0.405392121809305,0.0285577715866961,0.0,0,29.0237088248647,0
26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,18.8886548327745,2.36387900513485,0.10853433703451,0.0,0,71.3666382930053,0
27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,16.9485116470812,2.66785277160311,0.155726529280591,0.0002004349477555,0,79.2887270733637,0
28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.19574652758859,1.33693328907374,0.0,0.0003098694784641,0,42.7154592339865,0
29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.6467551222055,16.634487312556,2.8709982487053,0.0085195782866397,7,59.9982757392694,0
30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.6521014341238,1.65460847475474,0.120883814356957,0.0,0,70.0938349286774,0
31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.3421357002233,1.50267101891052,0.0540557750225647,0.0002762478048117,0,45.738631006080894,0
32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,21.5657849933676,1.95183531500257,0.195616385551487,0.0,0,97.8130659087409,0
33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.3964690047659,2.44718501281524,0.0938997107886086,0.0002615800409761,0,66.7261600097569,0
34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.7660118148923,1.72750368857844,0.132838731122598,0.0003330252052713,0,63.5104113334201,0
35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.9804873551401,0.455538956890899,0.0622530225525472,0.0001882690200052,0,50.8942994487354,0
36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.22213689916697,1.80645245836664,0.0344952819167398,0.0002806985822771,0,42.7714446753416,0
37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.04539239074471,0.479158967603131,0.0850932288831578,0.0002180739713814,0,52.7943825291729,0
38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.8680922299724,3.14049203913146,0.102507848036065,0.0003866778352016,0,65.2871817735901,0
39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.8362847379439,2.48182170157813,0.0668976766544257,6.46778604497949e-05,0,66.8584313260493,0
40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.9894962836611,0.280564181532553,0.0819994543464705,3.34935297913158e-05,0,54.5243662955246,0
41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,11.4242778986751,2.52188574816736,0.0761449261025772,0.0,0,55.9623845504898,0
42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.8736828669368,3.52404529065014,0.184003526919583,0.0004058077330358,1,61.594916140752,0
43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,13.9939216256086,1.50114075574876,0.0756129194943139,0.0,0,64.9451917312585,0
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,18.8038680699455,1.65152627948767,0.0997575328102244,2.89527456422626e-05,0,71.0598473477655,0
45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.67447033038394,1.85486216998995,0.0190546852403467,0.0004340811343439,0,32.1600492091155,0
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.61080921469846,2.23066382715587,0.0,0.0001887638856292,0,36.7675604085518,0
47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,15.5505715912086,1.49147330890192,0.061122648817267,8.99783758378253e-05,0,74.295608641152,0
48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.9310642582421,1.69263679986737,0.133689109405578,0.0004149924796943,0,74.5889356471796,0
49,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.67838415698631,1.16304490973544,0.0,0.0001121793214234,0,22.7696541858467,0
50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.385108845179,3.44683755505284,0.0440895245978082,0.0005354245798508,0,66.362208143015,0
51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.42092916955662,0.721587921524633,0.0,0.0001415196522571,0,31.57494640573,0
52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.5014282455926,2.4354218928265,0.0440082327726287,0.0002887216216411,0,57.9276229166695,0
53,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.16625753391169,1.89979259528386,0.0624492184653794,0.0,0,43.6875942505193,0
54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.07808807807809,2.31024839036226,0.0,0.000209419476234,0,39.7491808724302,0
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0068537737055,1.71207659331921,0.0407494500604534,0.0001596595122053,0,52.5736881707933,0
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,20.1916410314223,3.37188802923591,0.133227675286355,0.0001968079125664,1,80.665745685852,0
57,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.8777060170168,3.41642595932832,0.0468468328864349,0.0,0,63.4382833475878,0
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16.8625023127331,1.78542371482582,0.0958744149801933,0.0,0,64.2481399542773,0
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,14.3206979135491,1.76760096729751,0.107917309244778,6.68020510326511e-06,0,61.2451781988006,0
60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.6946770523253,2.2196504039565,0.0974674577309448,0.0003542630575372,0,49.8003591171693,0
61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.95572174277112,1.03028598392854,0.0654202079470458,0.0004107720932972,0,49.2714192330962,0
62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.83755187898272,0.891492690057225,0.0534895383885767,0.0003649255528738,0,51.372109095084305,0
63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.4320771262439,2.13447041891626,0.131527212076094,4.60613480380515e-05,0,64.2503572175685,1
64,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.8891631611868,1.5297806493956,0.0282845861183994,0.0005608091767371,0,40.8358319742266,0
65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,17.0524990041637,1.78179543129219,0.156803783360416,0.0001743013091541,0,69.8747202205991,0
66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,11.5887751448888,0.496717533990996,0.101200205931028,9.27432577726261e-05,0,53.6688167724459,0
67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.52386693958177,0.421875584599702,0.0,0.0004752341678431,0,23.7393045337848,0
68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.87867111499622,2.01329179764273,0.118428025238531,0.0002637341957201,0,46.8561701239215,0
69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,14.2684298130382,1.65393308924427,0.007888359742016,0.0003723521467814,1,63.4124066726905,0
70,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.8917600386103,0.419596686882585,0.0317470077969823,0.000107398141503,0,53.6255218569686,0
71,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.5153133314345,0.500357657368038,0.0,0.000207098361995,0,55.5637671251769,0
72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.1808696740713,1.8405087202281,0.0060285804661461,0.0004113155395884,0,46.5906299511725,0
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.8009913863673,3.27065559356442,0.157034590349276,0.0001646245445714,0,66.3880956115143,0
74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.5784857177943,0.736202074646337,0.07900851133428,0.00032590642941,0,47.7445113950218,0
75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.037057813026,1.55426031154426,0.0448006200705275,0.0,0,43.8951261629226,0
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.229724886856,0.522577967672874,0.0768979306310813,0.0001906547173014,0,59.5433865468555,0
77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.4991289774753,0.909977184014597,0.0894973781090691,0.0001064186397951,0,64.6076630228709,0
78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.2219389946977,1.52253504026018,0.0582819308455593,9.91205667144775e-05,0,69.3991789531622,0
79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0794067966749,1.64130027645618,0.0618927704265325,3.04916625559643e-06,0,66.4617078460149,0
80,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.43661813323308,0.40305291011295,0.0,0.0004929450265832,0,38.7156356805453,0
81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.72329744474383,2.09261956454822,0.0680224402301042,0.0,0,40.4231626236607,0
82,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.4675146683948,1.15923033362943,0.0,0.0,0,48.6339862286737,0
83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.1223053131882,0.946340416992019,0.0725311824403783,0.0003082308677489,0,56.4024912093343,0
84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.2195986968372,0.208519731925559,0.0709851879639047,0.0,0,53.4649889022308,0
85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.20972371167107,0.291332945934255,0.0,2.98421509654262e-05,0,37.93295548482791,0
86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,16.369392613557,2.3341774986779,0.204402660804469,0.0001563541936904,0,75.2456996208708,0
87,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.63754192536698,2.40545852533537,0.0194012263129825,0.0,0,44.6645895840608,0
88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0698326111591,0.585096507135675,0.082661046559939,0.0,0,51.1141305703797,0
89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,26.7215872820897,10.8234534291473,4.47635426109521,0.0082575624934822,2,53.3368440852029,1
90,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.3188692079544,1.84653900890131,0.0964210658581272,0.0,0,59.6830392277977,0
91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,12.2714578598539,2.31672982374667,0.0,0.0002086720384759,0,48.6090363733551,0
92,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.85387292183679,1.64739721025361,0.0,8.27614461140021e-06,0,48.2253159607651,0
93,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.8461617525674,0.05,0.0057542196920487,0.0,0,36.3194032081382,0
94,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.81539361981653,0.962359206960453,0.0995894225654351,0.0003391919170274,0,53.2173831399154,0
95,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0989410477513,0.89565501031185,0.123423889754499,8.40757007423012e-05,0,64.259657791616,0
96,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8664605561459,1.97959428730393,0.154076147566421,0.0001130080915428,0,57.0367514126845,0
97,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.506060911752,1.48650452676732,0.121789876740117,4.50326742535754e-05,0,66.3647535225558,0
98,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.80861445458648,0.188384686507915,0.0,4.99754797850978e-05,0,13.5027213799135,0
99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.9082069942559,1.5008371980674,0.115760480949455,0.0004584395586449,0,70.6126291979476,0
100,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.7701899728035,1.71200073262678,0.0195945917826371,0.0,0,37.129856007638,0
101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.33652028873708,2.32760214488745,0.0969099100685704,3.63243992335538e-05,0,58.4432951346916,0
102,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,18.2462318692621,2.18258712565211,0.154329394471815,0.0,0,76.5910640955151,0
103,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8848751668806,1.20003897625792,0.0919370174264433,0.0001851198245426,0,55.1959827288693,0
104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.577359821654,2.16957532246988,0.118037960676175,0.0003163776558783,0,80.4436995661951,1
105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.91679422642881,2.94986540406912,0.0222583389636841,0.0,0,51.6826893702415,0
106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.51446108876247,0.519296308905487,0.0,0.000136106168361,0,42.0471304429704,0
107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18.8119885037215,3.27166621456945,0.190762371018322,0.0001829292790594,0,86.7228590007826,0
108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,39.898990332564,12.1194049850182,2.63327320717866,0.0044560663039681,3,87.4765947986995,0
109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8627605434288,1.65390745568652,0.104697496458677,0.0003397778029859,0,66.2011453109564,0
110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.8256584915865,2.44559098317571,0.0495800261483776,0.0002823485040816,0,57.9429580842254,0
111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.73983479837634,0.05,0.0,0.0004338043050578,0,27.1511515122624,0
112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.9448989766839,0.480539973032265,0.0,0.0002608878220221,0,26.4949719070373,0
113,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.7471056338411,2.38147186609727,0.0056588090433327,0.0,0,38.1134332796266,0
114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.9420045298156,1.16602952044433,0.0748215554465709,0.0,0,55.0083894106861,0
115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.084446997984,1.32810331489058,0.0902926399938652,7.56772097214274e-06,0,63.0913656249613,0
116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.7245251786616,0.102556633646657,0.0531620710683652,0.0,0,71.6629872284835,0
117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.67209136075516,0.82561972110625,0.0184557119019197,0.0004541452310651,0,57.4444215776662,0
118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.7787474189532,1.52619170959307,0.0870229410217204,0.0,0,60.8237919587254,0
